,carat,cut,cut_ord,color,clarity,clarity_ord,price,predicted_price,pred_price_modified
19920,1.18,Ideal,5,I,SI2,2,5163,6356.84,6356.84
19921,0.36,Ideal,5,I,VVS2,6,655,1274.18,1274.18
19922,1.5,Fair,1,H,SI2,2,5000,8416.6,8416.6
19923,1.03,Ideal,5,I,SI1,3,4401,5548.89,5548.89
19924,1.02,Premium,4,G,I1,1,2387,4398.66,4398.66
19925,0.91,Good,2,G,SI2,2,3282,3611.03,3611.03
19926,0.3,Very Good,3,H,VVS1,7,684,907.2,907.2
19927,0.7,Ideal,5,D,SI1,3,2726,2772.6,2772.6
19928,0.5,Good,2,D,VS2,5,1635,1523.7,1523.7
19929,1.5,Premium,4,I,VS1,4,9761,9798.9,9798.9
19930,0.4,Ideal,5,E,VVS1,7,1778,2064.7,2064.7
19931,0.54,Very Good,3,F,SI1,3,1389,1110.32,1110.32
19932,0.36,Ideal,5,E,VS2,5,949,820.18,820.18
19933,0.72,Good,2,E,VS1,4,3048,2920.56,2920.56
19934,0.56,Ideal,5,D,VS1,4,2026,2048.78,2048.78
19935,1.1,Very Good,3,E,VS2,5,6776,6729.6,6729.6
19936,0.23,Very Good,3,D,VS2,5,402,-589.71,0
19937,0.41,Premium,4,E,VS1,4,1079,628.73,628.73
19938,1.01,Very Good,3,G,SI1,3,5113,5064.43,5064.43
19939,0.5,Fair,1,H,SI1,3,1094,457.6,457.6
19940,0.5,Good,2,F,VS2,5,1436,1523.7,1523.7
19941,1.5,Premium,4,F,VVS2,6,17203,10706.9,10706.9
19942,1,Good,2,G,SI1,3,4466,4822.2,4822.2
19943,1.51,Good,2,J,VS2,5,7476,10020.83,10020.83
19944,0.31,Ideal,5,E,VS2,5,680,399.53,399.53
19945,0.34,Ideal,5,G,IF,8,974,2013.92,2013.92
19946,1.5,Very Good,3,H,SI1,3,8931,9186.8,9186.8
19947,1.23,Ideal,5,H,SI2,2,5510,6777.49,6777.49
19948,1.5,Premium,4,F,VS2,5,14199,10252.9,10252.9
19949,1.29,Ideal,5,F,VS1,4,10923,8190.27,8190.27
19950,0.4,Premium,4,E,SI1,3,882,90.6,90.6
19951,1.58,Ideal,5,I,VVS1,7,11435,11992.04,11992.04
19952,0.38,Very Good,3,F,SI2,2,644,-689.76,0
19953,1.2,Very Good,3,D,SI2,2,4758,6208.9,6208.9
19954,1.04,Ideal,5,E,SI2,2,4804,5179.02,5179.02
19955,0.54,Ideal,5,E,VS2,5,1754,2334.52,2334.52
19956,1.08,Ideal,5,I,VS2,5,5455,6877.54,6877.54
19957,0.72,Ideal,5,F,SI2,2,2674,2486.86,2486.86
19958,0.99,Very Good,3,E,SI2,2,4780,4442.17,4442.17
19959,1.56,Ideal,5,H,SI2,2,8517,9553.78,9553.78
19960,1,Premium,4,D,SI1,3,5390,5138.4,5138.4
19961,0.57,Ideal,5,F,VS2,5,1737,2586.91,2586.91
19962,0.5,Very Good,3,F,SI1,3,1197,773.8,773.8
19963,0.58,Good,2,E,SI1,3,1844,1288.74,1288.74
19964,1.01,Good,2,G,SI1,3,5051,4906.33,4906.33
19965,0.32,Very Good,3,G,VS1,4,645,-286.54,0
19966,0.23,Very Good,3,E,VVS2,6,505,-135.71,0
19967,0.9,Ideal,5,E,VS2,5,6018,5363.2,5363.2
19968,1.01,Very Good,3,E,SI1,3,5461,5064.43,5064.43
19969,1.22,Ideal,5,G,VS2,5,7783,8055.36,8055.36
19970,0.32,Premium,4,H,VS2,5,505,325.56,325.56
19971,0.9,Premium,4,I,VS2,5,3478,5205.1,5205.1
19972,1.66,Ideal,5,H,IF,8,14859,13119.08,13119.08
19973,1.03,Ideal,5,F,SI2,2,4280,5094.89,5094.89
19974,0.51,Premium,4,F,VS2,5,1402,1924.03,1924.03
19975,0.9,Very Good,3,I,VS2,5,3720,5047,5047
19976,0.3,Ideal,5,H,VS1,4,526,-138.6,0
19977,0.52,Ideal,5,F,VS1,4,1872,1712.26,1712.26
19978,0.34,Ideal,5,H,VS1,4,596,197.92,197.92
19979,0.93,Premium,4,H,SI2,2,3437,4095.49,4095.49
19980,0.41,Premium,4,E,VS1,4,1153,628.73,628.73
19981,0.32,Premium,4,G,VVS2,6,936,779.56,779.56
19982,0.34,Ideal,5,D,VS2,5,1033,651.92,651.92
19983,0.51,Premium,4,F,SI1,3,1406,1016.03,1016.03
19984,0.7,Very Good,3,H,VS2,5,2429,3364.4,3364.4
19985,0.24,Very Good,3,E,VVS1,7,485,402.42,402.42
19986,1.4,Very Good,3,G,VS1,4,11584,8799.5,8799.5
19987,0.38,Very Good,3,D,VS2,5,847,672.24,672.24
19988,0.53,Ideal,5,E,SI1,3,1607,1342.39,1342.39
19989,0.32,Ideal,5,D,VVS2,6,1107,937.66,937.66
19990,1,Good,2,F,VS2,5,6841,5730.2,5730.2
19991,1.1,Premium,4,F,SI1,3,5717,5979.7,5979.7
19992,0.33,Ideal,5,G,VVS1,7,820,1475.79,1475.79
19993,0.51,Very Good,3,G,VS2,5,1438,1765.93,1765.93
19994,0.3,Very Good,3,F,VVS2,6,613,453.2,453.2
19995,1.07,Premium,4,E,VS1,4,8015,6181.31,6181.31
19996,0.31,Ideal,5,E,SI1,3,698,-508.47,0
19997,1.7,Ideal,5,H,I1,1,7068,10277.6,10277.6
19998,1.02,Very Good,3,H,SI1,3,5455,5148.56,5148.56
19999,2.02,Ideal,5,I,VS2,5,16018,14785.76,14785.76
20000,0.35,Ideal,5,I,IF,8,808,2098.05,2098.05
20001,0.5,Fair,1,G,VS1,4,1257,911.6,911.6
20002,0.53,Ideal,5,E,VS2,5,1813,2250.39,2250.39
20003,0.26,Very Good,3,H,VVS2,6,468,116.68,116.68
20004,1,Fair,1,I,SI1,3,2875,4664.1,4664.1
20005,1.56,Premium,4,G,VS1,4,13079,10303.68,10303.68
20006,0.32,Premium,4,G,VS2,5,720,325.56,325.56
20007,0.41,Very Good,3,G,VS2,5,827,924.63,924.63
20008,0.33,Ideal,5,G,VS1,4,854,113.79,113.79
20009,1.03,Very Good,3,H,SI2,2,3288,4778.69,4778.69
20010,0.3,Good,2,I,VVS1,7,552,749.1,749.1
20011,0.51,Ideal,5,D,SI2,2,1264,720.13,720.13
20012,0.3,Ideal,5,D,VS2,5,710,315.4,315.4
20013,0.91,Very Good,3,E,VS2,5,4823,5131.13,5131.13
20014,0.62,Premium,4,G,SI1,3,1552,1941.46,1941.46
20015,1,Very Good,3,F,SI1,3,4474,4980.3,4980.3
20016,1.03,Premium,4,G,VS2,5,6146,6298.79,6298.79
20017,0.7,Very Good,3,G,SI1,3,2674,2456.4,2456.4
20018,2.13,Ideal,5,H,SI1,3,18442,14803.19,14803.19
20019,0.77,Ideal,5,G,SI2,2,2275,2907.51,2907.51
20020,0.91,Premium,4,D,SI1,3,4165,4381.23,4381.23
20021,1,Good,2,D,SI2,2,4218,4368.2,4368.2
20022,0.73,Ideal,5,G,SI1,3,2351,3024.99,3024.99
20023,0.4,Premium,4,G,VS1,4,1125,544.6,544.6
20024,0.55,Ideal,5,D,VS2,5,1894,2418.65,2418.65
20025,1.14,Good,2,I,SI1,3,3639,6000.02,6000.02
20026,1.1,Ideal,5,G,VS2,5,6972,7045.8,7045.8
20027,1.29,Ideal,5,F,VS1,4,11197,8190.27,8190.27
20028,0.62,Ideal,5,G,VS1,4,2206,2553.56,2553.56
20029,1.2,Very Good,3,D,SI1,3,7191,6662.9,6662.9
20030,0.32,Ideal,5,G,IF,8,918,1845.66,1845.66
20031,0.34,Very Good,3,F,SI2,2,447,-1026.28,0
20032,0.32,Ideal,5,G,VVS1,7,842,1391.66,1391.66
20033,0.55,Ideal,5,D,VS2,5,2030,2418.65,2418.65
20034,0.78,Ideal,5,F,SI1,3,3036,3445.64,3445.64
20035,0.71,Very Good,3,F,SI2,2,2134,2086.53,2086.53
20036,0.39,Premium,4,J,VS1,4,790,460.47,460.47
20037,1.05,Premium,4,E,IF,8,11025,7829.05,7829.05
20038,1.01,Premium,4,F,VVS1,7,7882,7038.53,7038.53
20039,0.51,Premium,4,H,SI1,3,1116,1016.03,1016.03
20040,1.34,Premium,4,H,VS2,5,7816,8906.82,8906.82
20041,1.01,Good,2,G,VS2,5,5418,5814.33,5814.33
20042,0.9,Premium,4,D,SI1,3,3013,4297.1,4297.1
20043,0.7,Very Good,3,H,SI2,2,2306,2002.4,2002.4
20044,0.75,Premium,4,H,VS1,4,2961,3489.15,3489.15
20045,0.51,Ideal,5,H,VS2,5,1375,2082.13,2082.13
20046,0.44,Ideal,5,D,VS1,4,1294,1039.22,1039.22
20047,1.02,Very Good,3,E,I1,1,3455,4240.56,4240.56
20048,0.9,Very Good,3,H,SI2,2,3481,3685,3685
20049,0.4,Ideal,5,E,VS1,4,898,702.7,702.7
20050,0.51,Very Good,3,G,VS1,4,1709,1311.93,1311.93
20051,0.5,Ideal,5,G,VS1,4,1624,1544,1544
20052,0.7,Good,2,F,VS2,5,2373,3206.3,3206.3
20053,0.72,Good,2,D,SI2,2,2620,2012.56,2012.56
20054,1.08,Ideal,5,E,VVS1,7,14032,7785.54,7785.54
20055,0.31,Ideal,5,H,IF,8,1081,1761.53,1761.53
20056,1.51,Very Good,3,G,VS2,5,12872,10178.93,10178.93
20057,0.38,Very Good,3,E,IF,8,1421,2034.24,2034.24
20058,1,Very Good,3,D,VVS2,6,9740,6342.3,6342.3
20059,0.43,Premium,4,F,SI1,3,792,342.99,342.99
20060,0.3,Good,2,G,IF,8,956,1203.1,1203.1
20061,1.01,Very Good,3,F,VS1,4,7455,5518.43,5518.43
20062,1.03,Ideal,5,F,VS2,5,6902,6456.89,6456.89
20063,0.75,Premium,4,I,SI1,3,2295,3035.15,3035.15
20064,1.25,Very Good,3,F,IF,8,13953,9353.55,9353.55
20065,0.74,Very Good,3,H,SI2,2,2264,2338.92,2338.92
20066,1.01,Premium,4,F,SI2,2,4497,4768.53,4768.53
20067,0.52,Premium,4,F,VS2,5,1720,2008.16,2008.16
20068,0.58,Ideal,5,H,SI1,3,1421,1763.04,1763.04
20069,0.43,Very Good,3,F,VS2,5,905,1092.89,1092.89
20070,0.55,Premium,4,F,VS2,5,1819,2260.55,2260.55
20071,0.3,Ideal,5,G,IF,8,799,1677.4,1677.4
20072,0.32,Ideal,5,E,VS1,4,707,29.66,29.66
20073,1.06,Very Good,3,E,VVS2,6,9680,6847.08,6847.08
20074,0.8,Very Good,3,G,SI1,3,3070,3297.7,3297.7
20075,0.26,Very Good,3,F,VVS1,7,597,570.68,570.68
20076,0.4,Ideal,5,G,VVS1,7,1200,2064.7,2064.7
20077,1.52,Ideal,5,J,SI2,2,6089,9217.26,9217.26
20078,0.61,Fair,1,J,VS2,5,1174,2291.03,2291.03
20079,0.33,Premium,4,E,SI1,3,743,-498.31,0
20080,1,Good,2,E,VS2,5,6160,5730.2,5730.2
20081,0.96,Fair,1,H,I1,1,1637,3419.58,3419.58
20082,0.67,Ideal,5,G,SI1,3,1809,2520.21,2520.21
20083,0.64,Good,2,E,SI2,2,1080,1339.52,1339.52
20084,0.31,Premium,4,D,SI1,3,537,-666.57,0
20085,0.75,Premium,4,F,SI2,2,2274,2581.15,2581.15
20086,1.03,Ideal,5,F,I1,1,3507,4640.89,4640.89
20087,1.03,Very Good,3,F,VS2,5,6218,6140.69,6140.69
20088,0.79,Ideal,5,G,SI1,3,2898,3529.77,3529.77
20089,2,Fair,1,H,I1,1,5914,12169.1,12169.1
20090,1.02,Premium,4,H,VS2,5,4958,6214.66,6214.66
20091,0.39,Premium,4,I,VVS1,7,1053,1822.47,1822.47
20092,1.01,Very Good,3,D,SI2,2,4690,4610.43,4610.43
20093,0.7,Very Good,3,D,VS2,5,2767,3364.4,3364.4
20094,0.62,Very Good,3,I,VVS1,7,1871,3599.36,3599.36
20095,0.44,Ideal,5,G,SI1,3,990,585.22,585.22
20096,1.51,Good,2,I,SI1,3,9234,9112.83,9112.83
20097,0.79,Premium,4,E,VS2,5,2876,4279.67,4279.67
20098,0.31,Ideal,5,H,VS1,4,698,-54.47,0
20099,0.31,Ideal,5,D,VS1,4,877,-54.47,0
20100,0.92,Very Good,3,E,SI2,2,4011,3853.26,3853.26
20101,0.32,Ideal,5,I,VS2,5,576,483.66,483.66
20102,2.02,Ideal,5,H,SI2,2,10826,13423.76,13423.76
20103,0.5,Premium,4,H,SI1,3,1141,931.9,931.9
20104,0.61,Premium,4,D,VS2,5,2251,2765.33,2765.33
20105,0.71,Ideal,5,E,VS1,4,4053,3310.73,3310.73
20106,1.28,Very Good,3,F,VVS2,6,12285,8697.94,8697.94
20107,0.72,Ideal,5,E,VS2,5,3304,3848.86,3848.86
20108,1.03,Ideal,5,G,SI1,3,5037,5548.89,5548.89
20109,0.97,Premium,4,H,SI2,2,3346,4432.01,4432.01
20110,0.57,Ideal,5,I,IF,8,1779,3948.91,3948.91
20111,2.01,Ideal,5,I,SI2,2,13796,13339.63,13339.63
20112,1.51,Ideal,5,G,VS2,5,14482,10495.13,10495.13
20113,0.93,Premium,4,H,VS2,5,4050,5457.49,5457.49
20114,0.71,Very Good,3,G,VS2,5,2454,3448.53,3448.53
20115,0.9,Very Good,3,D,SI2,2,3975,3685,3685
20116,0.59,Premium,4,H,VVS1,7,1883,3505.07,3505.07
20117,0.56,Ideal,5,G,VS2,5,1580,2502.78,2502.78
20118,0.32,Very Good,3,F,VVS2,6,778,621.46,621.46
20119,0.91,Premium,4,H,SI2,2,3453,3927.23,3927.23
20120,0.54,Very Good,3,D,VVS2,6,2318,2472.32,2472.32
20121,0.34,Premium,4,D,SI1,3,803,-414.18,0
20122,1.14,Ideal,5,F,VVS2,6,10786,7836.32,7836.32
20123,1.5,Premium,4,E,VS1,4,17143,9798.9,9798.9
20124,1.05,Fair,1,I,I1,1,2396,4176.75,4176.75
20125,1.27,Premium,4,H,SI2,2,2845,6955.91,6955.91
20126,0.78,Very Good,3,G,VS1,4,3472,3583.44,3583.44
20127,1.03,Good,2,J,SI2,2,3149,4620.59,4620.59
20128,1.03,Good,2,I,I1,1,2540,4166.59,4166.59
20129,0.38,Premium,4,G,VS2,5,983,830.34,830.34
20130,1.12,Very Good,3,G,SI2,2,4852,5535.86,5535.86
20131,0.71,Ideal,5,I,VS1,4,2965,3310.73,3310.73
20132,0.31,Premium,4,I,SI1,3,418,-666.57,0
20133,1.16,Premium,4,I,SI2,2,4326,6030.48,6030.48
20134,0.32,Ideal,5,H,VVS2,6,628,937.66,937.66
20135,1.27,Very Good,3,I,VS2,5,6031,8159.81,8159.81
20136,0.96,Fair,1,H,I1,1,1808,3419.58,3419.58
20137,0.48,Premium,4,E,VS2,5,1323,1671.64,1671.64
20138,1.26,Premium,4,I,VS2,5,6023,8233.78,8233.78
20139,0.32,Ideal,5,G,VS1,4,828,29.66,29.66
20140,1.5,Ideal,5,F,VS2,5,14071,10411,10411
20141,0.91,Good,2,F,SI2,2,3058,3611.03,3611.03
20142,0.7,Good,2,E,SI2,2,1860,1844.3,1844.3
20143,0.41,Premium,4,D,SI2,2,795,-279.27,0
20144,0.9,Ideal,5,E,SI2,2,3958,4001.2,4001.2
20145,0.33,Very Good,3,H,IF,8,787,1613.59,1613.59
20146,0.9,Good,2,H,SI1,3,3730,3980.9,3980.9
20147,0.76,Fair,1,D,SI2,2,2518,2190.98,2190.98
20148,0.37,Premium,4,G,VS2,5,833,746.21,746.21
20149,1.5,Premium,4,G,SI2,2,8736,8890.9,8890.9
20150,1.5,Fair,1,H,SI1,3,6340,8870.6,8870.6
20151,0.52,Ideal,5,I,SI1,3,1075,1258.26,1258.26
20152,0.51,Very Good,3,D,VS2,5,1716,1765.93,1765.93
20153,0.96,Ideal,5,F,VS1,4,5767,5413.98,5413.98
20154,0.72,Very Good,3,F,SI1,3,2540,2624.66,2624.66
20155,0.71,Very Good,3,I,VS1,4,2198,2994.53,2994.53
20156,0.37,Ideal,5,E,VS2,5,811,904.31,904.31
20157,1.72,Ideal,5,E,I1,1,7802,10445.86,10445.86
20158,0.5,Ideal,5,D,VS1,4,2033,1544,1544
20159,0.6,Ideal,5,F,VVS2,6,3196,3293.3,3293.3
20160,0.31,Very Good,3,J,SI1,3,465,-824.67,0
20161,0.28,Ideal,5,F,VVS2,6,642,601.14,601.14
20162,1.26,Good,2,J,VS2,5,5211,7917.58,7917.58
20163,0.71,Very Good,3,J,VVS1,7,2218,4356.53,4356.53
20164,0.93,Premium,4,G,SI1,3,4062,4549.49,4549.49
20165,0.82,Fair,1,H,SI1,3,3057,3149.76,3149.76
20166,0.32,Premium,4,H,SI2,2,517,-1036.44,0
20167,0.52,Very Good,3,F,VS2,5,1581,1850.06,1850.06
20168,0.31,Ideal,5,D,VS2,5,942,399.53,399.53
20169,0.9,Very Good,3,F,SI1,3,5122,4139,4139
20170,1.7,Premium,4,I,SI1,3,8044,11027.5,11027.5
20171,1.82,Premium,4,I,VS1,4,13813,12491.06,12491.06
20172,0.39,Good,2,I,VS2,5,648,598.27,598.27
20173,0.5,Very Good,3,F,IF,8,2219,3043.8,3043.8
20174,1.2,Premium,4,H,SI1,3,5669,6821,6821
20175,0.7,Premium,4,G,SI2,2,2056,2160.5,2160.5
20176,0.57,Ideal,5,H,SI2,2,1077,1224.91,1224.91
20177,0.47,Very Good,3,H,VS2,5,1178,1429.41,1429.41
20178,1.01,Very Good,3,F,SI2,2,4304,4610.43,4610.43
20179,1,Premium,4,G,SI2,2,4319,4684.4,4684.4
20180,0.49,Ideal,5,E,VVS2,6,2199,2367.87,2367.87
20181,0.24,Very Good,3,E,VS1,4,412,-959.58,0
20182,0.43,Very Good,3,G,SI1,3,754,184.89,184.89
20183,2,Very Good,3,H,SI2,2,15694,12939.3,12939.3
20184,0.8,Very Good,3,G,SI2,2,2616,2843.7,2843.7
20185,0.23,Very Good,3,E,VVS1,7,518,318.29,318.29
20186,0.32,Very Good,3,G,VS2,5,561,167.46,167.46
20187,0.32,Ideal,5,E,VS1,4,758,29.66,29.66
20188,0.26,Very Good,3,E,VS1,4,453,-791.32,0
20189,1.51,Premium,4,G,VS2,5,12756,10337.03,10337.03
20190,0.77,Ideal,5,H,VS1,4,3468,3815.51,3815.51
20191,0.52,Premium,4,E,VS1,4,1793,1554.16,1554.16
20192,1.23,Ideal,5,I,VVS1,7,6989,9047.49,9047.49
20193,0.73,Premium,4,D,SI2,2,1730,2412.89,2412.89
20194,2.17,Good,2,H,SI2,2,16036,14211.41,14211.41
20195,1.05,Premium,4,F,SI2,2,4363,5105.05,5105.05
20196,0.72,Ideal,5,J,SI2,2,1926,2486.86,2486.86
20197,2,Very Good,3,I,SI1,3,15053,13393.3,13393.3
20198,0.8,Ideal,5,G,VS2,5,2969,4521.9,4521.9
20199,0.42,Premium,4,G,SI1,3,945,258.86,258.86
20200,0.72,Premium,4,E,VS2,5,2822,3690.76,3690.76
20201,0.3,Ideal,5,G,VVS1,7,764,1223.4,1223.4
20202,0.42,Ideal,5,H,SI2,2,625,-37.04,0
20203,0.53,Very Good,3,E,VS2,5,1678,1934.19,1934.19
20204,1.01,Good,2,G,VS1,4,6618,5360.33,5360.33
20205,0.7,Premium,4,G,VS2,5,2596,3522.5,3522.5
20206,0.39,Premium,4,J,VS1,4,616,460.47,460.47
20207,0.43,Good,2,F,VS1,4,943,480.79,480.79
20208,0.45,Fair,1,F,VS2,5,1080,944.95,944.95
20209,0.41,Very Good,3,D,VS2,5,738,924.63,924.63
20210,0.36,Ideal,5,F,IF,8,1138,2182.18,2182.18
20211,1.7,Ideal,5,J,SI2,2,8505,10731.6,10731.6
20212,2.23,Premium,4,J,SI1,3,14258,15486.39,15486.39
20213,0.3,Very Good,3,D,VS1,4,610,-454.8,0
20214,1,Fair,1,H,SI2,2,3640,4210.1,4210.1
20215,0.9,Good,2,F,VS1,4,4508,4434.9,4434.9
20216,0.57,Ideal,5,G,VS2,5,1725,2586.91,2586.91
20217,0.53,Ideal,5,F,SI2,2,1078,888.39,888.39
20218,1.22,Very Good,3,I,VS1,4,6763,7285.16,7285.16
20219,0.72,Ideal,5,J,VVS2,6,2150,4302.86,4302.86
20220,2.02,Good,2,I,SI2,2,12927,12949.46,12949.46
20221,0.3,Ideal,5,E,VVS2,6,766,769.4,769.4
20222,1.05,Ideal,5,H,SI2,2,4504,5263.15,5263.15
20223,0.41,Ideal,5,E,VS1,4,1007,786.83,786.83
20224,0.91,Ideal,5,I,VS1,4,3906,4993.33,4993.33
20225,0.33,Premium,4,E,SI1,3,545,-498.31,0
20226,0.3,Premium,4,H,VVS1,7,620,1065.3,1065.3
20227,0.24,Ideal,5,G,VVS1,7,559,718.62,718.62
20228,1.06,Ideal,5,F,VS1,4,7479,6255.28,6255.28
20229,1.21,Ideal,5,D,VS1,4,11019,7517.23,7517.23
20230,0.29,Ideal,5,H,VVS2,6,607,685.27,685.27
20231,0.32,Ideal,5,F,IF,8,943,1845.66,1845.66
20232,0.3,Good,2,E,VVS2,6,684,295.1,295.1
20233,0.72,Ideal,5,D,SI2,2,2647,2486.86,2486.86
20234,0.4,Ideal,5,E,VS2,5,975,1156.7,1156.7
20235,1,Good,2,I,SI1,3,3850,4822.2,4822.2
20236,0.7,Very Good,3,F,VS2,5,2762,3364.4,3364.4
20237,0.71,Premium,4,F,SI1,3,2381,2698.63,2698.63
20238,0.33,Premium,4,H,VS1,4,743,-44.31,0
20239,0.56,Premium,4,G,VS2,5,1698,2344.68,2344.68
20240,0.42,Ideal,5,G,VS1,4,921,870.96,870.96
20241,0.31,Ideal,5,E,VVS1,7,890,1307.53,1307.53
20242,0.3,Ideal,5,E,VS1,4,670,-138.6,0
20243,1.67,Ideal,5,H,VS1,4,14014,11387.21,11387.21
20244,1.01,Fair,1,F,VS2,5,6271,5656.23,5656.23
20245,0.9,Premium,4,H,VVS1,7,4890,6113.1,6113.1
20246,0.45,Fair,1,F,SI1,3,794,36.95,36.95
20247,1.01,Very Good,3,I,SI2,2,3818,4610.43,4610.43
20248,0.32,Ideal,5,H,IF,8,814,1845.66,1845.66
20249,0.78,Very Good,3,F,SI2,2,2586,2675.44,2675.44
20250,2,Premium,4,H,I1,1,6344,12643.4,12643.4
20251,2.09,Very Good,3,H,SI2,2,12295,13696.47,13696.47
20252,0.33,Very Good,3,H,VVS1,7,692,1159.59,1159.59
20253,0.3,Ideal,5,F,VVS1,7,814,1223.4,1223.4
20254,0.31,Ideal,5,E,VS2,5,872,399.53,399.53
20255,0.28,Ideal,5,E,VVS2,6,828,601.14,601.14
20256,0.5,Very Good,3,D,VS2,5,1635,1681.8,1681.8
20257,0.24,Ideal,5,F,VVS1,7,526,718.62,718.62
20258,0.84,Fair,1,F,VS2,5,3172,4226.02,4226.02
20259,4.01,Premium,4,J,I1,1,15223,29553.53,29553.53
20260,0.53,Ideal,5,D,VVS1,7,3097,3158.39,3158.39
20261,0.51,Ideal,5,D,VS2,5,1882,2082.13,2082.13
20262,0.31,Ideal,5,E,SI1,3,544,-508.47,0
20263,1.22,Premium,4,H,SI2,2,5671,6535.26,6535.26
20264,0.9,Very Good,3,G,SI2,2,3114,3685,3685
20265,1.12,Premium,4,E,SI1,3,5547,6147.96,6147.96
20266,0.71,Good,2,F,SI1,3,2300,2382.43,2382.43
20267,1.52,Very Good,3,F,VVS2,6,16786,10717.06,10717.06
20268,0.4,Ideal,5,D,VVS2,6,1323,1610.7,1610.7
20269,0.34,Premium,4,H,VS1,4,596,39.82,39.82
20270,0.31,Premium,4,G,VS2,5,544,241.43,241.43
20271,0.61,Ideal,5,D,VS2,5,2207,2923.43,2923.43
20272,0.42,Ideal,5,G,IF,8,1289,2686.96,2686.96
20273,0.3,Ideal,5,I,VVS1,7,709,1223.4,1223.4
20274,0.3,Very Good,3,D,VS2,5,710,-0.8,0
20275,1.2,Ideal,5,F,IF,8,14430,9249.1,9249.1
20276,0.4,Premium,4,F,SI1,3,945,90.6,90.6
20277,0.71,Premium,4,E,VS2,5,2590,3606.63,3606.63
20278,0.72,Very Good,3,H,VVS2,6,2771,3986.66,3986.66
20279,0.46,Ideal,5,H,SI1,3,1039,753.48,753.48
20280,1.5,Very Good,3,H,SI1,3,9237,9186.8,9186.8
20281,0.38,Ideal,5,H,VS1,4,754,534.44,534.44
20282,1.52,Premium,4,G,VVS1,7,15959,11329.16,11329.16
20283,1.39,Premium,4,E,SI2,2,7445,7965.47,7965.47
20284,0.38,Ideal,5,E,VS1,4,1000,534.44,534.44
20285,1.53,Premium,4,H,VS2,5,11087,10505.29,10505.29
20286,0.51,Ideal,5,E,VVS1,7,2745,2990.13,2990.13
20287,0.91,Premium,4,G,SI1,3,3262,4381.23,4381.23
20288,0.81,Ideal,5,F,SI1,3,2977,3698.03,3698.03
20289,0.27,Ideal,5,G,SI1,3,426,-844.99,0
20290,0.96,Good,2,H,SI2,2,3975,4031.68,4031.68
20291,1.02,Very Good,3,E,SI1,3,5553,5148.56,5148.56
20292,0.51,Ideal,5,F,VS2,5,1591,2082.13,2082.13
20293,1.52,Very Good,3,J,VVS2,6,11392,10717.06,10717.06
20294,1.59,Premium,4,I,VS2,5,10222,11010.07,11010.07
20295,0.33,Premium,4,G,VS2,5,743,409.69,409.69
20296,1.57,Ideal,5,I,VS2,5,10462,10999.91,10999.91
20297,0.31,Very Good,3,I,VS1,4,489,-370.67,0
20298,1.01,Good,2,F,VVS1,7,9012,6722.33,6722.33
20299,0.38,Ideal,5,E,VVS1,7,1200,1896.44,1896.44
20300,0.32,Ideal,5,G,IF,8,918,1845.66,1845.66
20301,0.33,Very Good,3,F,IF,8,1014,1613.59,1613.59
20302,0.57,Premium,4,F,SI1,3,1571,1520.81,1520.81
20303,1.06,Premium,4,H,VS1,4,5236,6097.18,6097.18
20304,1.23,Ideal,5,G,VVS2,6,9525,8593.49,8593.49
20305,0.53,Ideal,5,G,VVS2,6,2250,2704.39,2704.39
20306,0.61,Ideal,5,F,VVS2,6,3248,3377.43,3377.43
20307,0.41,Very Good,3,F,VS2,5,863,924.63,924.63
20308,1,Premium,4,H,SI1,3,4469,5138.4,5138.4
20309,0.86,Very Good,3,E,VS2,5,4665,4710.48,4710.48
20310,1.5,Good,2,E,VS2,5,14565,9936.7,9936.7
20311,0.5,Very Good,3,D,SI2,2,1123,319.8,319.8
20312,1.53,Fair,1,J,VS2,5,6659,10030.99,10030.99
20313,0.91,Premium,4,H,VS2,5,3921,5289.23,5289.23
20314,0.92,Fair,1,E,SI1,3,3407,3991.06,3991.06
20315,2.13,Premium,4,J,SI2,2,13148,14191.09,14191.09
20316,0.91,Good,2,J,I1,1,1945,3157.03,3157.03
20317,1.59,Very Good,3,J,VS1,4,8515,10397.97,10397.97
20318,0.33,Premium,4,D,VS1,4,933,-44.31,0
20319,0.7,Very Good,3,F,VS2,5,2400,3364.4,3364.4
20320,0.55,Ideal,5,I,VS1,4,1297,1964.65,1964.65
20321,1.01,Very Good,3,G,SI1,3,4672,5064.43,5064.43
20322,0.41,Ideal,5,G,VS1,4,961,786.83,786.83
20323,0.3,Premium,4,I,VVS1,7,709,1065.3,1065.3
20324,0.8,Ideal,5,F,SI1,3,2890,3613.9,3613.9
20325,0.47,Ideal,5,D,VS1,4,1617,1291.61,1291.61
20326,2.14,Premium,4,F,SI2,2,17742,14275.22,14275.22
20327,0.32,Ideal,5,I,VS2,5,576,483.66,483.66
20328,0.43,Ideal,5,D,VS1,4,1264,955.09,955.09
20329,0.52,Ideal,5,H,VVS1,7,1778,3074.26,3074.26
20330,1,Premium,4,G,VVS1,7,8008,6954.4,6954.4
20331,1.09,Premium,4,F,SI1,3,5287,5895.57,5895.57
20332,1.51,Premium,4,H,VS1,4,10775,9883.03,9883.03
20333,0.32,Premium,4,D,SI1,3,589,-582.44,0
20334,0.27,Very Good,3,E,VS1,4,470,-707.19,0
