,carat,cut,cut_ord,color,clarity,clarity_ord,predicted_price,bid,pred_price_modified,bid_modified
712,0.82,Premium,4,G,SI2,2,3170.06,2219.042,3170.06,2219.042
713,1.03,Premium,4,H,SI1,3,5390.79,3773.553,5390.79,3773.553
714,0.5,Fair,1,H,VS1,4,911.6,638.12,911.6,638.12
715,0.8,Ideal,5,H,VS2,5,4521.9,3165.33,4521.9,3165.33
716,1.12,Premium,4,J,SI2,2,5693.96,3985.772,5693.96,3985.772
717,1.62,Premium,4,G,VS2,5,11262.46,7883.722,11262.46,7883.722
718,1.22,Ideal,5,H,SI1,3,7147.36,5003.152,7147.36,5003.152
719,0.52,Ideal,5,F,VVS1,7,3074.26,2151.982,3074.26,2151.982
720,1.11,Good,2,I,VS2,5,6655.63,4658.941,6655.63,4658.941
721,0.31,Very Good,3,F,SI1,3,-824.67,-577.269,0,0
722,0.42,Ideal,5,D,VS1,4,870.96,609.672,870.96,609.672
723,0.32,Ideal,5,H,VS2,5,483.66,338.562,483.66,338.562
724,0.9,Very Good,3,F,SI1,3,4139,2897.3,4139,2897.3
725,1.04,Ideal,5,H,SI1,3,5633.02,3943.114,5633.02,3943.114
726,0.35,Ideal,5,D,VS2,5,736.05,515.235,736.05,515.235
727,0.5,Fair,1,E,VS2,5,1365.6,955.92,1365.6,955.92
728,0.36,Very Good,3,D,SI1,3,-404.02,-282.814,0,0
729,0.3,Premium,4,D,SI2,2,-1204.7,-843.29,0,0
730,0.7,Very Good,3,E,SI1,3,2456.4,1719.48,2456.4,1719.48
731,0.41,Very Good,3,G,VS1,4,470.63,329.441,470.63,329.441
732,0.4,Premium,4,D,VS2,5,998.6,699.02,998.6,699.02
733,1.1,Premium,4,E,SI2,2,5525.7,3867.99,5525.7,3867.99
734,0.74,Very Good,3,E,SI2,2,2338.92,1637.244,2338.92,1637.244
735,0.51,Ideal,5,F,VS2,5,2082.13,1457.491,2082.13,1457.491
736,0.27,Very Good,3,F,VVS1,7,654.81,458.367,654.81,458.367
737,1.01,Ideal,5,G,VS2,5,6288.63,4402.041,6288.63,4402.041
738,1.37,Very Good,3,I,SI2,2,7639.11,5347.377,7639.11,5347.377
739,1.01,Premium,4,H,SI1,3,5222.53,3655.771,5222.53,3655.771
740,0.39,Fair,1,E,SI1,3,-467.83,-327.481,0,0
741,0.51,Premium,4,E,SI1,3,1016.03,711.221,1016.03,711.221
742,0.5,Premium,4,G,VVS2,6,2293.9,1605.73,2293.9,1605.73
743,1.55,Ideal,5,G,SI2,2,9469.65,6628.755,9469.65,6628.755
744,0.3,Ideal,5,F,IF,8,1677.4,1174.18,1677.4,1174.18
745,2,Premium,4,D,SI2,2,13097.4,9168.18,13097.4,9168.18
746,0.35,Premium,4,J,VS1,4,123.95,86.765,123.95,86.765
747,0.33,Ideal,5,D,VS2,5,567.79,397.453,567.79,397.453
748,1,Very Good,3,G,VS2,5,5888.3,4121.81,5888.3,4121.81
749,0.93,Good,2,G,SI2,2,3779.29,2645.503,3779.29,2645.503
750,0.25,Premium,4,E,VVS2,6,190.65,133.455,190.65,133.455
751,0.7,Good,2,E,SI1,3,2298.3,1608.81,2298.3,1608.81
752,1.01,Ideal,5,F,VS2,5,6288.63,4402.041,6288.63,4402.041
753,0.53,Premium,4,E,VVS2,6,2546.29,1782.403,2546.29,1782.403
754,1.51,Premium,4,G,VS2,5,10337.03,7235.921,10337.03,7235.921
755,0.23,Very Good,3,F,VS1,4,-1043.71,-730.597,0,0
756,0.38,Premium,4,F,VS2,5,830.34,581.238,830.34,581.238
757,0.3,Good,2,G,VVS2,6,295.1,206.57,295.1,206.57
758,0.3,Ideal,5,G,VS1,4,-138.6,-97.02,0,0
759,1.01,Good,2,I,SI1,3,4906.33,3434.431,4906.33,3434.431
760,0.8,Premium,4,E,SI1,3,3455.8,2419.06,3455.8,2419.06
761,0.7,Ideal,5,E,VS1,4,3226.6,2258.62,3226.6,2258.62
762,0.7,Good,2,G,VS1,4,2752.3,1926.61,2752.3,1926.61
763,1.26,Ideal,5,I,SI2,2,7029.88,4920.916,7029.88,4920.916
764,1.09,Ideal,5,G,VVS2,6,7415.67,5190.969,7415.67,5190.969
765,1,Very Good,3,I,SI2,2,4526.3,3168.41,4526.3,3168.41
766,0.6,Ideal,5,E,VS1,4,2385.3,1669.71,2385.3,1669.71
767,0.32,Premium,4,H,SI1,3,-582.44,-407.708,0,0
768,0.41,Ideal,5,D,VVS2,6,1694.83,1186.381,1694.83,1186.381
769,0.32,Premium,4,F,VS2,5,325.56,227.892,325.56,227.892
770,0.4,Very Good,3,E,VS1,4,386.5,270.55,386.5,270.55
771,3,Very Good,3,H,I1,1,20898.3,14628.81,20898.3,14628.81
772,0.56,Premium,4,E,VS2,5,2344.68,1641.276,2344.68,1641.276
773,0.9,Good,2,D,SI2,2,3526.9,2468.83,3526.9,2468.83
774,0.36,Ideal,5,H,VVS1,7,1728.18,1209.726,1728.18,1209.726
775,0.31,Very Good,3,E,VS2,5,83.33,58.331,83.33,58.331
776,1.19,Very Good,3,H,SI1,3,6578.77,4605.139,6578.77,4605.139
777,0.56,Ideal,5,G,VVS1,7,3410.78,2387.546,3410.78,2387.546
778,0.7,Premium,4,F,VS2,5,3522.5,2465.75,3522.5,2465.75
779,0.71,Premium,4,I,VVS1,7,4514.63,3160.241,4514.63,3160.241
780,0.52,Very Good,3,G,VVS1,7,2758.06,1930.642,2758.06,1930.642
781,0.33,Premium,4,D,SI2,2,-952.31,-666.617,0,0
782,0.34,Ideal,5,F,VS2,5,651.92,456.344,651.92,456.344
783,1.19,Very Good,3,D,VVS1,7,8394.77,5876.339,8394.77,5876.339
784,0.4,Premium,4,D,VS1,4,544.6,381.22,544.6,381.22
785,1.07,Very Good,3,G,VS2,5,6477.21,4534.047,6477.21,4534.047
786,1.61,Ideal,5,G,VS2,5,11336.43,7935.501,11336.43,7935.501
787,1,Premium,4,E,VS1,4,5592.4,3914.68,5592.4,3914.68
788,1.07,Ideal,5,G,SI1,3,5885.41,4119.787,5885.41,4119.787
789,0.41,Ideal,5,F,VS2,5,1240.83,868.581,1240.83,868.581
790,2.03,Premium,4,D,SI2,2,13349.79,9344.853,13349.79,9344.853
791,0.58,Ideal,5,J,VS1,4,2217.04,1551.928,2217.04,1551.928
792,0.8,Very Good,3,F,SI1,3,3297.7,2308.39,3297.7,2308.39
793,0.32,Ideal,5,H,VS2,5,483.66,338.562,483.66,338.562
794,0.7,Ideal,5,D,SI1,3,2772.6,1940.82,2772.6,1940.82
795,0.79,Premium,4,H,SI1,3,3371.67,2360.169,3371.67,2360.169
796,0.93,Very Good,3,I,VS2,5,5299.39,3709.573,5299.39,3709.573
797,0.37,Very Good,3,F,VS2,5,588.11,411.677,588.11,411.677
798,0.41,Premium,4,E,VS2,5,1082.73,757.911,1082.73,757.911
799,0.31,Ideal,5,D,SI2,2,-962.47,-673.729,0,0
800,0.7,Ideal,5,E,VS2,5,3680.6,2576.42,3680.6,2576.42
801,0.53,Ideal,5,D,VS2,5,2250.39,1575.273,2250.39,1575.273
802,0.3,Very Good,3,H,VS2,5,-0.8,-0.56,0,0
803,0.95,Very Good,3,E,SI2,2,4105.65,2873.955,4105.65,2873.955
804,0.41,Premium,4,F,VVS2,6,1536.73,1075.711,1536.73,1075.711
805,1.34,Premium,4,G,SI2,2,7544.82,5281.374,7544.82,5281.374
806,1,Very Good,3,D,SI1,3,4980.3,3486.21,4980.3,3486.21
807,0.42,Premium,4,D,VS1,4,712.86,499.002,712.86,499.002
808,0.41,Premium,4,E,VS1,4,628.73,440.111,628.73,440.111
809,0.5,Ideal,5,G,VVS1,7,2906,2034.2,2906,2034.2
810,0.46,Premium,4,I,SI2,2,141.38,98.966,141.38,98.966
811,0.35,Ideal,5,G,IF,8,2098.05,1468.635,2098.05,1468.635
812,0.82,Ideal,5,D,VS2,5,4690.16,3283.112,4690.16,3283.112
813,2.48,Very Good,3,F,SI2,2,16977.54,11884.278,16977.54,11884.278
814,0.35,Premium,4,J,VS1,4,123.95,86.765,123.95,86.765
815,1.52,Premium,4,D,SI2,2,9059.16,6341.412,9059.16,6341.412
816,1.07,Ideal,5,F,VVS2,6,7247.41,5073.187,7247.41,5073.187
817,0.61,Ideal,5,E,SI2,2,1561.43,1093.001,1561.43,1093.001
818,0.39,Very Good,3,G,VVS2,6,1210.37,847.259,1210.37,847.259
819,0.71,Premium,4,G,SI2,2,2244.63,1571.241,2244.63,1571.241
820,0.51,Fair,1,F,SI1,3,541.73,379.211,541.73,379.211
821,1.67,Ideal,5,D,SI1,3,10933.21,7653.247,10933.21,7653.247
822,1,Premium,4,G,I1,1,4230.4,2961.28,4230.4,2961.28
823,0.3,Good,2,F,VS2,5,-158.9,-111.23,0,0
824,1.22,Very Good,3,H,SI1,3,6831.16,4781.812,6831.16,4781.812
825,0.72,Ideal,5,F,VS2,5,3848.86,2694.202,3848.86,2694.202
826,0.94,Premium,4,E,SI1,3,4633.62,3243.534,4633.62,3243.534
827,0.51,Ideal,5,D,SI2,2,720.13,504.091,720.13,504.091
828,1.01,Very Good,3,J,SI1,3,5064.43,3545.101,5064.43,3545.101
829,0.41,Premium,4,F,SI2,2,-279.27,-195.489,0,0
830,0.3,Very Good,3,E,SI1,3,-908.8,-636.16,0,0
831,1.11,Premium,4,I,SI2,2,5609.83,3926.881,5609.83,3926.881
832,0.5,Ideal,5,E,SI1,3,1090,763,1090,763
833,1.2,Good,2,J,VS2,5,7412.8,5188.96,7412.8,5188.96
834,0.56,Ideal,5,H,SI1,3,1594.78,1116.346,1594.78,1116.346
835,0.9,Premium,4,D,SI1,3,4297.1,3007.97,4297.1,3007.97
836,1,Fair,1,I,VS1,4,5118.1,3582.67,5118.1,3582.67
837,0.35,Ideal,5,I,VS1,4,282.05,197.435,282.05,197.435
838,0.31,Ideal,5,D,VS2,5,399.53,279.671,399.53,279.671
839,0.71,Very Good,3,E,VS2,5,3448.53,2413.971,3448.53,2413.971
840,0.3,Premium,4,G,VVS2,6,611.3,427.91,611.3,427.91
841,0.3,Ideal,5,E,VS1,4,-138.6,-97.02,0,0
842,1,Very Good,3,E,IF,8,7250.3,5075.21,7250.3,5075.21
843,0.3,Premium,4,G,VVS2,6,611.3,427.91,611.3,427.91
844,1.48,Ideal,5,E,SI2,2,8880.74,6216.518,8880.74,6216.518
845,1.5,Ideal,5,I,SI1,3,9503,6652.1,9503,6652.1
846,2.35,Premium,4,I,SI2,2,16041.95,11229.365,16041.95,11229.365
847,0.5,Good,2,D,SI1,3,615.7,430.99,615.7,430.99
848,0.38,Ideal,5,E,SI2,2,-373.56,-261.492,0,0
849,1.06,Ideal,5,G,VS1,4,6255.28,4378.696,6255.28,4378.696
850,0.33,Ideal,5,G,VS2,5,567.79,397.453,567.79,397.453
851,0.7,Fair,1,F,I1,1,1232.2,862.54,1232.2,862.54
852,0.3,Ideal,5,D,VS2,5,315.4,220.78,315.4,220.78
853,1.5,Good,2,I,SI2,2,8574.7,6002.29,8574.7,6002.29
854,0.34,Very Good,3,G,VVS1,7,1243.72,870.604,1243.72,870.604
855,0.59,Premium,4,D,VS1,4,2143.07,1500.149,2143.07,1500.149
856,0.81,Premium,4,G,SI1,3,3539.93,2477.951,3539.93,2477.951
857,0.55,Ideal,5,G,VVS2,6,2872.65,2010.855,2872.65,2010.855
858,0.31,Ideal,5,E,VS1,4,-54.47,-38.129,0,0
859,0.91,Good,2,G,VS2,5,4973.03,3481.121,4973.03,3481.121
860,0.4,Premium,4,H,SI1,3,90.6,63.42,90.6,63.42
861,0.81,Ideal,5,E,VS2,5,4606.03,3224.221,4606.03,3224.221
862,0.31,Ideal,5,F,IF,8,1761.53,1233.071,1761.53,1233.071
863,1.1,Premium,4,H,SI1,3,5979.7,4185.79,5979.7,4185.79
864,0.31,Very Good,3,H,VVS2,6,537.33,376.131,537.33,376.131
865,0.45,Ideal,5,G,VVS1,7,2485.35,1739.745,2485.35,1739.745
866,0.32,Ideal,5,D,VS2,5,483.66,338.562,483.66,338.562
867,0.32,Ideal,5,G,IF,8,1845.66,1291.962,1845.66,1291.962
868,0.31,Premium,4,J,SI1,3,-666.57,-466.599,0,0
869,1,Very Good,3,F,SI2,2,4526.3,3168.41,4526.3,3168.41
870,2.02,Premium,4,I,SI2,2,13265.66,9285.962,13265.66,9285.962
871,2.01,Premium,4,H,SI2,2,13181.53,9227.071,13181.53,9227.071
872,1.02,Very Good,3,F,SI1,3,5148.56,3603.992,5148.56,3603.992
873,1.16,Ideal,5,H,SI2,2,6188.58,4332.006,6188.58,4332.006
874,0.77,Very Good,3,H,SI1,3,3045.31,2131.717,3045.31,2131.717
875,0.59,Premium,4,I,IF,8,3959.07,2771.349,3959.07,2771.349
876,0.34,Premium,4,D,SI2,2,-868.18,-607.726,0,0
877,0.3,Good,2,I,IF,8,1203.1,842.17,1203.1,842.17
878,0.58,Ideal,5,I,SI1,3,1763.04,1234.128,1763.04,1234.128
879,0.52,Very Good,3,H,VS1,4,1396.06,977.242,1396.06,977.242
880,0.33,Premium,4,G,VVS1,7,1317.69,922.383,1317.69,922.383
881,1.38,Ideal,5,F,SI2,2,8039.44,5627.608,8039.44,5627.608
882,0.71,Ideal,5,F,SI2,2,2402.73,1681.911,2402.73,1681.911
883,0.96,Fair,1,F,SI2,2,3873.58,2711.506,3873.58,2711.506
884,1.02,Ideal,5,E,VVS1,7,7280.76,5096.532,7280.76,5096.532
885,0.53,Good,2,E,VS2,5,1776.09,1243.263,1776.09,1243.263
886,0.9,Premium,4,D,SI2,2,3843.1,2690.17,3843.1,2690.17
887,0.34,Fair,1,F,I1,1,-1796.48,-1257.536,0,0
888,0.36,Very Good,3,H,VS2,5,503.98,352.786,503.98,352.786
889,0.83,Very Good,3,F,VS1,4,4004.09,2802.863,4004.09,2802.863
890,1.3,Premium,4,I,IF,8,9932.3,6952.61,9932.3,6952.61
891,1.02,Ideal,5,E,SI1,3,5464.76,3825.332,5464.76,3825.332
892,0.34,Ideal,5,E,VVS2,6,1105.92,774.144,1105.92,774.144
893,0.54,Good,2,G,VS1,4,1406.22,984.354,1406.22,984.354
894,0.56,Premium,4,G,VS1,4,1890.68,1323.476,1890.68,1323.476
895,2.37,Ideal,5,J,VS2,5,17730.31,12411.217,17730.31,12411.217
896,1.15,Ideal,5,H,SI2,2,6104.45,4273.115,6104.45,4273.115
897,0.4,Ideal,5,H,VS1,4,702.7,491.89,702.7,491.89
898,1.59,Ideal,5,G,VVS2,6,11622.17,8135.519,11622.17,8135.519
899,1.42,Very Good,3,G,VVS2,6,9875.76,6913.032,9875.76,6913.032
900,0.31,Ideal,5,E,VVS2,6,853.53,597.471,853.53,597.471
901,0.57,Ideal,5,F,IF,8,3948.91,2764.237,3948.91,2764.237
902,0.7,Premium,4,I,VS2,5,3522.5,2465.75,3522.5,2465.75
903,0.41,Very Good,3,H,SI1,3,16.63,11.641,16.63,11.641
904,0.55,Very Good,3,E,SI1,3,1194.45,836.115,1194.45,836.115
905,1.01,Ideal,5,D,VS2,5,6288.63,4402.041,6288.63,4402.041
906,0.24,Very Good,3,E,VVS2,6,-51.58,-36.106,0,0
907,0.3,Very Good,3,E,SI1,3,-908.8,-636.16,0,0
908,1.13,Ideal,5,F,SI1,3,6390.19,4473.133,6390.19,4473.133
909,0.72,Premium,4,H,SI1,3,2782.76,1947.932,2782.76,1947.932
910,0.52,Ideal,5,D,SI2,2,804.26,562.982,804.26,562.982
911,1,Very Good,3,D,SI1,3,4980.3,3486.21,4980.3,3486.21
912,0.47,Very Good,3,D,VS1,4,975.41,682.787,975.41,682.787
913,0.41,Ideal,5,D,SI2,2,-121.17,-84.819,0,0
914,0.51,Premium,4,G,SI1,3,1016.03,711.221,1016.03,711.221
915,1,Very Good,3,F,SI1,3,4980.3,3486.21,4980.3,3486.21
916,1.55,Good,2,H,VS2,5,10357.35,7250.145,10357.35,7250.145
917,0.71,Very Good,3,G,VS2,5,3448.53,2413.971,3448.53,2413.971
918,1.21,Ideal,5,G,VS2,5,7971.23,5579.861,7971.23,5579.861
919,1.95,Very Good,3,H,VS2,5,13880.65,9716.455,13880.65,9716.455
920,1.51,Premium,4,G,SI1,3,9429.03,6600.321,9429.03,6600.321
921,0.3,Premium,4,D,VS2,5,157.3,110.11,157.3,110.11
922,0.72,Very Good,3,D,VS2,5,3532.66,2472.862,3532.66,2472.862
923,0.31,Ideal,5,E,VVS2,6,853.53,597.471,853.53,597.471
924,0.53,Ideal,5,D,VS2,5,2250.39,1575.273,2250.39,1575.273
925,0.71,Very Good,3,G,SI2,2,2086.53,1460.571,2086.53,1460.571
926,1.07,Ideal,5,G,SI1,3,5885.41,4119.787,5885.41,4119.787
927,0.24,Very Good,3,E,VS1,4,-959.58,-671.706,0,0
928,1,Very Good,3,F,IF,8,7250.3,5075.21,7250.3,5075.21
929,0.55,Ideal,5,G,VS1,4,1964.65,1375.255,1964.65,1375.255
930,0.52,Ideal,5,E,VS2,5,2166.26,1516.382,2166.26,1516.382
931,0.72,Ideal,5,G,SI2,2,2486.86,1740.802,2486.86,1740.802
932,0.9,Good,2,G,SI1,3,3980.9,2786.63,3980.9,2786.63
933,0.41,Ideal,5,F,VS2,5,1240.83,868.581,1240.83,868.581
934,0.33,Ideal,5,G,SI1,3,-340.21,-238.147,0,0
935,0.56,Very Good,3,H,VS1,4,1732.58,1212.806,1732.58,1212.806
936,1.01,Very Good,3,F,SI2,2,4610.43,3227.301,4610.43,3227.301
937,0.46,Premium,4,F,VVS1,7,2411.38,1687.966,2411.38,1687.966
938,1.01,Very Good,3,I,SI1,3,5064.43,3545.101,5064.43,3545.101
939,0.3,Ideal,5,F,VS2,5,315.4,220.78,315.4,220.78
940,0.3,Premium,4,G,VS1,4,-296.7,-207.69,0,0
941,2.02,Very Good,3,H,SI2,2,13107.56,9175.292,13107.56,9175.292
942,0.32,Ideal,5,E,VVS2,6,937.66,656.362,937.66,656.362
943,0.35,Premium,4,I,VS1,4,123.95,86.765,123.95,86.765
944,0.34,Ideal,5,D,SI1,3,-256.08,-179.256,0,0
945,0.6,Ideal,5,G,VS1,4,2385.3,1669.71,2385.3,1669.71
946,0.41,Premium,4,I,VVS2,6,1536.73,1075.711,1536.73,1075.711
947,1.01,Fair,1,G,VS1,4,5202.23,3641.561,5202.23,3641.561
948,0.54,Ideal,5,H,VVS1,7,3242.52,2269.764,3242.52,2269.764
949,1.01,Premium,4,E,SI2,2,4768.53,3337.971,4768.53,3337.971
950,0.3,Ideal,5,H,VVS1,7,1223.4,856.38,1223.4,856.38
951,1.06,Premium,4,F,I1,1,4735.18,3314.626,4735.18,3314.626
952,0.7,Very Good,3,F,VS2,5,3364.4,2355.08,3364.4,2355.08
953,1.53,Very Good,3,F,SI1,3,9439.19,6607.433,9439.19,6607.433
954,0.82,Very Good,3,D,SI1,3,3465.96,2426.172,3465.96,2426.172
955,0.32,Ideal,5,G,VVS1,7,1391.66,974.162,1391.66,974.162
956,0.27,Very Good,3,F,VS1,4,-707.19,-495.033,0,0
957,0.8,Ideal,5,F,VS2,5,4521.9,3165.33,4521.9,3165.33
958,1.11,Ideal,5,G,VS1,4,6675.93,4673.151,6675.93,4673.151
959,0.71,Premium,4,G,VS2,5,3606.63,2524.641,3606.63,2524.641
960,0.61,Very Good,3,F,SI2,2,1245.23,871.661,1245.23,871.661
961,1.31,Very Good,3,F,VS1,4,8042.33,5629.631,8042.33,5629.631
962,0.71,Very Good,3,G,SI1,3,2540.53,1778.371,2540.53,1778.371
963,0.9,Premium,4,E,SI2,2,3843.1,2690.17,3843.1,2690.17
964,0.9,Premium,4,E,VS2,5,5205.1,3643.57,5205.1,3643.57
965,0.74,Ideal,5,E,VS2,5,4017.12,2811.984,4017.12,2811.984
966,0.3,Good,2,I,VS1,4,-612.9,-429.03,0,0
967,1,Very Good,3,F,VS1,4,5434.3,3804.01,5434.3,3804.01
968,0.3,Ideal,5,E,VS2,5,315.4,220.78,315.4,220.78
969,0.39,Good,2,E,VVS2,6,1052.27,736.589,1052.27,736.589
970,0.51,Premium,4,F,SI1,3,1016.03,711.221,1016.03,711.221
971,0.81,Ideal,5,E,SI2,2,3244.03,2270.821,3244.03,2270.821
972,1.62,Ideal,5,I,VS2,5,11420.56,7994.392,11420.56,7994.392
973,1.62,Premium,4,F,SI2,2,9900.46,6930.322,9900.46,6930.322
974,0.57,Very Good,3,E,VS2,5,2270.71,1589.497,2270.71,1589.497
975,0.33,Ideal,5,G,VVS1,7,1475.79,1033.053,1475.79,1033.053
976,0.42,Ideal,5,E,VS2,5,1324.96,927.472,1324.96,927.472
977,1.51,Premium,4,J,VS2,5,10337.03,7235.921,10337.03,7235.921
978,0.31,Ideal,5,D,VS2,5,399.53,279.671,399.53,279.671
979,1.01,Very Good,3,G,SI1,3,5064.43,3545.101,5064.43,3545.101
980,0.41,Good,2,E,VVS1,7,1674.53,1172.171,1674.53,1172.171
981,0.7,Premium,4,F,SI1,3,2614.5,1830.15,2614.5,1830.15
982,0.9,Good,2,H,SI2,2,3526.9,2468.83,3526.9,2468.83
983,1.75,Good,2,D,SI1,3,11131.95,7792.365,11131.95,7792.365
984,0.36,Ideal,5,F,SI1,3,-87.82,-61.474,0,0
985,0.31,Ideal,5,F,IF,8,1761.53,1233.071,1761.53,1233.071
986,0.8,Very Good,3,D,SI1,3,3297.7,2308.39,3297.7,2308.39
987,0.32,Good,2,E,VS1,4,-444.64,-311.248,0,0
988,1.01,Good,2,F,VS2,5,5814.33,4070.031,5814.33,4070.031
989,0.72,Premium,4,I,SI1,3,2782.76,1947.932,2782.76,1947.932
990,0.71,Very Good,3,G,VS2,5,3448.53,2413.971,3448.53,2413.971
991,1.09,Ideal,5,E,SI2,2,5599.67,3919.769,5599.67,3919.769
992,0.63,Very Good,3,G,VS1,4,2321.49,1625.043,2321.49,1625.043
993,0.51,Ideal,5,D,VS1,4,1628.13,1139.691,1628.13,1139.691
994,1.01,Very Good,3,G,VS2,5,5972.43,4180.701,5972.43,4180.701
995,1.59,Premium,4,H,SI2,2,9648.07,6753.649,9648.07,6753.649
996,0.54,Premium,4,F,VS1,4,1722.42,1205.694,1722.42,1205.694
997,0.28,Very Good,3,G,VVS2,6,284.94,199.458,284.94,199.458
998,0.54,Very Good,3,G,VVS1,7,2926.32,2048.424,2926.32,2048.424
999,1.52,Ideal,5,H,SI1,3,9671.26,6769.882,9671.26,6769.882
1000,1.13,Ideal,5,I,VS2,5,7298.19,5108.733,7298.19,5108.733
1001,1.07,Ideal,5,G,VS2,5,6793.41,4755.387,6793.41,4755.387
1002,0.31,Ideal,5,H,VS2,5,399.53,279.671,399.53,279.671
1003,0.7,Ideal,5,G,VS2,5,3680.6,2576.42,3680.6,2576.42
1004,0.33,Ideal,5,H,VVS1,7,1475.79,1033.053,1475.79,1033.053
1005,1.65,Fair,1,J,SI1,3,10132.55,7092.785,10132.55,7092.785
1006,0.54,Ideal,5,G,VVS2,6,2788.52,1951.964,2788.52,1951.964
1007,0.71,Very Good,3,F,VS2,5,3448.53,2413.971,3448.53,2413.971
1008,0.7,Very Good,3,G,VS2,5,3364.4,2355.08,3364.4,2355.08
1009,2.05,Premium,4,H,VS2,5,14880.05,10416.035,14880.05,10416.035
1010,1,Good,2,G,SI1,3,4822.2,3375.54,4822.2,3375.54
1011,1.65,Ideal,5,G,VS2,5,11672.95,8171.065,11672.95,8171.065
1012,0.37,Good,2,H,VS2,5,430.01,301.007,430.01,301.007
1013,1.15,Premium,4,E,SI2,2,5946.35,4162.445,5946.35,4162.445
1014,0.57,Ideal,5,H,VS2,5,2586.91,1810.837,2586.91,1810.837
1015,0.72,Very Good,3,J,SI1,3,2624.66,1837.262,2624.66,1837.262
1016,0.71,Ideal,5,D,SI1,3,2856.73,1999.711,2856.73,1999.711
1017,0.7,Very Good,3,F,SI1,3,2456.4,1719.48,2456.4,1719.48
1018,1.38,Very Good,3,F,VS1,4,8631.24,6041.868,8631.24,6041.868
1019,0.73,Ideal,5,E,VVS2,6,4386.99,3070.893,4386.99,3070.893
1020,0.39,Very Good,3,E,VVS2,6,1210.37,847.259,1210.37,847.259
1021,2.14,Premium,4,D,SI2,2,14275.22,9992.654,14275.22,9992.654
1022,1.12,Very Good,3,E,VS2,5,6897.86,4828.502,6897.86,4828.502
1023,0.36,Very Good,3,D,SI1,3,-404.02,-282.814,0,0
1024,0.42,Very Good,3,D,VS1,4,554.76,388.332,554.76,388.332
1025,0.5,Ideal,5,I,SI1,3,1090,763,1090,763
1026,2,Premium,4,J,VS2,5,14459.4,10121.58,14459.4,10121.58
1027,0.3,Premium,4,F,VS2,5,157.3,110.11,157.3,110.11
1028,1.35,Premium,4,H,VS1,4,8536.95,5975.865,8536.95,5975.865
1029,1.57,Premium,4,G,SI1,3,9933.81,6953.667,9933.81,6953.667
1030,0.31,Premium,4,G,VS2,5,241.43,169.001,241.43,169.001
1031,0.33,Premium,4,E,VS2,5,409.69,286.783,409.69,286.783
1032,1.02,Premium,4,H,SI1,3,5306.66,3714.662,5306.66,3714.662
1033,1.01,Premium,4,G,VS2,5,6130.53,4291.371,6130.53,4291.371
1034,0.83,Ideal,5,H,SI2,2,3412.29,2388.603,3412.29,2388.603
1035,0.43,Very Good,3,G,SI1,3,184.89,129.423,184.89,129.423
1036,1.2,Premium,4,H,SI2,2,6367,4456.9,6367,4456.9
1037,1.01,Ideal,5,E,VS2,5,6288.63,4402.041,6288.63,4402.041
1038,1.23,Ideal,5,I,SI2,2,6777.49,4744.243,6777.49,4744.243
1039,0.53,Ideal,5,I,SI1,3,1342.39,939.673,1342.39,939.673
1040,1,Ideal,5,H,SI2,2,4842.5,3389.75,4842.5,3389.75
1041,0.4,Very Good,3,E,IF,8,2202.5,1541.75,2202.5,1541.75
1042,0.71,Premium,4,J,VVS2,6,4060.63,2842.441,4060.63,2842.441
1043,1.33,Very Good,3,H,SI2,2,7302.59,5111.813,7302.59,5111.813
1044,0.43,Very Good,3,G,SI2,2,-269.11,-188.377,0,0
1045,0.31,Very Good,3,G,VS1,4,-370.67,-259.469,0,0
1046,1.21,Ideal,5,J,SI1,3,7063.23,4944.261,7063.23,4944.261
1047,1.55,Premium,4,I,VS2,5,10673.55,7471.485,10673.55,7471.485
1048,0.8,Ideal,5,F,VS2,5,4521.9,3165.33,4521.9,3165.33
1049,0.71,Good,2,I,SI1,3,2382.43,1667.701,2382.43,1667.701
1050,0.46,Fair,1,G,VS2,5,1029.08,720.356,1029.08,720.356
1051,0.3,Ideal,5,I,SI1,3,-592.6,-414.82,0,0
1052,1.21,Good,2,J,VVS2,6,7950.93,5565.651,7950.93,5565.651
1053,2.14,Ideal,5,I,SI2,2,14433.32,10103.324,14433.32,10103.324
1054,0.7,Good,2,I,SI2,2,1844.3,1291.01,1844.3,1291.01
1055,1.03,Ideal,5,H,SI1,3,5548.89,3884.223,5548.89,3884.223
1056,1.06,Very Good,3,E,SI1,3,5485.08,3839.556,5485.08,3839.556
1057,1.41,Ideal,5,J,VS1,4,9199.83,6439.881,9199.83,6439.881
1058,0.3,Premium,4,H,VS1,4,-296.7,-207.69,0,0
1059,0.79,Very Good,3,I,SI1,3,3213.57,2249.499,3213.57,2249.499
1060,0.37,Good,2,H,SI1,3,-477.99,-334.593,0,0
1061,0.62,Premium,4,G,SI1,3,1941.46,1359.022,1941.46,1359.022
1062,0.7,Very Good,3,I,VS2,5,3364.4,2355.08,3364.4,2355.08
1063,0.39,Very Good,3,E,VVS2,6,1210.37,847.259,1210.37,847.259
1064,1.12,Premium,4,G,VVS2,6,7509.96,5256.972,7509.96,5256.972
1065,1.14,Very Good,3,E,IF,8,8428.12,5899.684,8428.12,5899.684
1066,0.9,Ideal,5,H,VS1,4,4909.2,3436.44,4909.2,3436.44
